Frase amb a,Frase sense a ,Tipus SN,Prediccions a,Prediccions sense a,Model,Mitjana amb a,Mitjana sense a,Desviació estàndard amb a,Desviació estàndard sense a,Mitjana a tipus SN,Mitjana sense a tipus SN
Els pacients reclamen a una doctora que és especialista perquè es troben molt malament,Els pacients reclamen una doctora que és especialista perquè es troben molt malament,SN específic indefinit,-0.00022062097559683025,-7.795256533427164e-05,facebook/xmod-base,,,,,-0.012996609440657872,-0.009801823449682464
Els pacients reclamen a una doctora que sigui especialista perquè es troben molt malament,Els pacients reclamen una doctora que sigui especialista perquè es troben molt malament,SN inespecífic indefinit,-4.530832666205242e-05,-4.101824015378952e-05,facebook/xmod-base,,,,,-0.0008550648505358064,-0.0011513486058700234
Les investigadores reclamen a la Dolors per supervisar el projecte,Les investigadores reclamen la Dolors per supervisar el projecte,SN específic nom propi,-0.00012684956891462207,-0.0001395456347381696,facebook/xmod-base,,,,,-0.002944336369788895,-0.004807970866345891
Les investigadores reclamen a la científica que parla japonès per supervisar el projecte,Les investigadores reclamen la científica que parla japonès per supervisar el projecte,SN específic definit,-0.00013410384417511523,-0.000127725099446252,facebook/xmod-base,,,,,-0.012462558437113734,-0.0025846886204211237
Les investigadores reclamen a una científica que parla japonès per supervisar el projecte,Les investigadores reclamen una científica que parla japonès per supervisar el projecte,SN específic indefinit,-0.00012435643293429166,-0.00011848849680973217,facebook/xmod-base,,,,,-0.012996609440657872,-0.009801823449682464
Les investigadores reclamen a una científica que parli japonès per supervisar el projecte,Les investigadores reclamen una científica que parli japonès per supervisar el projecte,SN inespecífic indefinit,-0.00014838858623988926,-0.00013667556049767882,facebook/xmod-base,,,,,-0.0008550648505358064,-0.0011513486058700234
Els jornalers reclamen a l'Èrica per a la reunió,Els jornalers reclamen l'Èrica per a la reunió,SN específic nom propi,-0.0003514630952849984,-0.0007579558296129107,facebook/xmod-base,,,,,-0.002944336369788895,-0.004807970866345891
Els jornalers reclamen a la superior que defensa els seus drets per a la reunió,Els jornalers reclamen la superior que defensa els seus drets per a la reunió,SN específic definit,-9.633230365579948e-05,-0.0009233495220541954,facebook/xmod-base,,,,,-0.012462558437113734,-0.0025846886204211237
Els jornalers reclamen a una superior que defensa els seus drets per a la reunió,Els jornalers reclamen una superior que defensa els seus drets per a la reunió,SN específic indefinit,-0.0006007109768688679,-0.0009552783449180424,facebook/xmod-base,,,,,-0.012996609440657872,-0.009801823449682464
Els jornalers reclamen a una superior que defensi els seus drets per a la reunió,Els jornalers reclamen una superior que defensi els seus drets per a la reunió,SN inespecífic indefinit,-0.0005217593279667199,-0.0010768333449959755,facebook/xmod-base,,,,,-0.0008550648505358064,-0.0011513486058700234
Les periodistes reclamen a la Iolanda per pujar l'audiència,Les periodistes reclamen la Iolanda per pujar l'audiència,SN específic nom propi,-0.00031375864637084305,-0.0005961212445981801,facebook/xmod-base,,,,,-0.002944336369788895,-0.004807970866345891
Les periodistes reclamen la bloguera que té molts seguidors per pujar l'audiència,Les periodistes reclamen a la bloguera que té molts seguidors per pujar l'audiència,SN específic definit,-5.33725724380929e-05,-5.782559674116783e-05,facebook/xmod-base,,,,,-0.012462558437113734,-0.0025846886204211237
Les periodistes reclamen una bloguera que té molts seguidors per pujar l'audiència,Les periodistes reclamen a una bloguera que té molts seguidors per pujar l'audiència,SN específic indefinit,-5.3397710871649906e-05,-4.8389654693892226e-05,facebook/xmod-base,,,,,-0.012996609440657872,-0.009801823449682464
Les periodistes reclamen a una bloguera que tingui molts seguidors per pujar l'audiència,Les periodistes reclamen una bloguera que tingui molts seguidors per pujar l'audiència,SN inespecífic indefinit,-4.12257868447341e-05,-5.249160312814638e-05,facebook/xmod-base,,,,,-0.0008550648505358064,-0.0011513486058700234
Les venedores exigeixen a la Mònica per a la negociació,Les venedores exigeixen la Mònica per a la negociació,SN específic nom propi,-0.0001493461459176615,-0.0002686503285076469,facebook/xmod-base,,,,,-0.002944336369788895,-0.004807970866345891
Les venedores exigeixen a l'empresària que és comprensiva per a la negociació,Les venedores exigeixen l'empresària que és comprensiva per a la negociació,SN específic definit,-0.00015582452761009336,-0.00017949742323253304,facebook/xmod-base,,,,,-0.012462558437113734,-0.0025846886204211237
Les venedores exigeixen a una empresària que és comprensiva per a la negociació,Les venedores exigeixen una empresària que és comprensiva per a la negociació,SN específic indefinit,-0.0001928700366988778,-0.00025771453510969877,facebook/xmod-base,,,,,-0.012996609440657872,-0.009801823449682464
Les venedores exigeixen a una empresària que sigui comprensiva per a la negociació,Les venedores exigeixen una empresària que sigui comprensiva per a la negociació,SN inespecífic indefinit,-0.00014085568545851856,-0.0002096493262797594,facebook/xmod-base,,,,,-0.0008550648505358064,-0.0011513486058700234
Els guionistes exigeixen a la Natàlia per protagonitzar la pel·lícula,Els guionistes exigeixen la Natàlia per protagonitzar la pel·lícula,SN específic nom propi,-0.0002365818654652685,-0.0003370573103893548,facebook/xmod-base,,,,,-0.002944336369788895,-0.004807970866345891
Els guionistes exigeixen a l'actriu que és excel·lent per protagonitzar la pel·lícula,Els guionistes exigeixen l'actriu que és excel·lent per protagonitzar la pel·lícula,SN específic definit,-2.5075669327634387e-05,-2.617514292069245e-05,facebook/xmod-base,,,,,-0.012462558437113734,-0.0025846886204211237
Els guionistes exigeixen a una actriu que és excel·lent per protagonitzar la pel·lícula,Els guionistes exigeixen una actriu que és excel·lent per protagonitzar la pel·lícula,SN específic indefinit,-7.154680497478694e-05,-6.310944445431232e-05,facebook/xmod-base,,,,,-0.012996609440657872,-0.009801823449682464
Els guionistes exigeixen a una actriu que sigui excel·lent per protagonitzar la pel·lícula,Els guionistes exigeixen una actriu que sigui excel·lent per protagonitzar la pel·lícula,SN inespecífic indefinit,-2.74591311608674e-05,-2.4072947780950926e-05,facebook/xmod-base,,,,,-0.0008550648505358064,-0.0011513486058700234
Les espectadores exigeixen a la Nerea per al jurat del concurs,Les espectadores exigeixen la Nerea per al jurat del concurs,SN específic nom propi,-0.04448036104440689,-0.07727518677711487,facebook/xmod-base,,,,,-0.002944336369788895,-0.004807970866345891
Les espectadores exigeixen a la cantant que és americana per al jurat del concurs,Les espectadores exigeixen la cantant que és americana per al jurat del concurs,SN específic definit,-0.008145222440361977,-0.023852255195379257,facebook/xmod-base,,,,,-0.012462558437113734,-0.0025846886204211237
Les espectadores exigeixen a una cantant que és americana per al jurat del concurs,Les espectadores exigeixen una cantant que és americana per al jurat del concurs,SN específic indefinit,-0.012056228704750538,-0.03830300271511078,facebook/xmod-base,,,,,-0.012996609440657872,-0.009801823449682464
Les espectadores exigeixen a una cantant que sigui americana per al jurat del concurs,Les espectadores exigeixen una cantant que sigui americana per al jurat del concurs,SN inespecífic indefinit,-0.007408109027892351,-0.01075399573892355,facebook/xmod-base,,,,,-0.0008550648505358064,-0.0011513486058700234
Els malalts exigeixen a la Míriam per començar la intervenció,Els malalts exigeixen la Míriam per començar la intervenció,SN específic nom propi,-5.787793270428665e-05,-0.00010732295777415857,facebook/xmod-base,,,,,-0.002944336369788895,-0.004807970866345891
Els malalts exigeixen a la traumatòloga que sap operar per començar la intervenció,Els malalts exigeixen la traumatòloga que sap operar per començar la intervenció,SN específic definit,-9.646217949921265e-05,-0.00010104846296599135,facebook/xmod-base,,,,,-0.012462558437113734,-0.0025846886204211237
Els malalts exigeixen a una traumatòloga que sap operar per començar la intervenció,Els malalts exigeixen una traumatòloga que sap operar per començar la intervenció,SN específic indefinit,-9.74149807007052e-05,-0.00011785629612859339,facebook/xmod-base,,,,,-0.012996609440657872,-0.009801823449682464
Els malalts exigeixen a una traumatòloga que sàpiga operar per començar la intervenció,Els malalts exigeixen una traumatòloga que sàpiga operar per començar la intervenció,SN inespecífic indefinit,-0.00012016097025480121,-0.00012294833140913397,facebook/xmod-base,,,,,-0.0008550648505358064,-0.0011513486058700234
Els bandits desitgen a la Carmesina per robar tota la seva fortuna,Els bandits desitgen la Carmesina per robar tota la seva fortuna,SN específic nom propi,-0.00125828105956316,-0.0010479172924533486,facebook/xmod-base,,,,,-0.002944336369788895,-0.004807970866345891
Els bandits desitgen a l'aristòcrata que té diners per robar tota la seva fortuna,Els bandits desitgen l'aristòcrata que té diners per robar tota la seva fortuna,SN específic definit,-0.0007864115759730339,-0.0011153449304401875,facebook/xmod-base,,,,,-0.012462558437113734,-0.0025846886204211237
Els bandits desitgen a una aristòcrata que té diners per robar tota la seva fortuna,Els bandits desitgen una aristòcrata que té diners per robar tota la seva fortuna,SN específic indefinit,-2.741723983490374e-05,-2.7044517992180772e-05,facebook/xmod-base,,,,,-0.012996609440657872,-0.009801823449682464
Els bandits desitgen a una aristòcrata que tingui diners per robar tota la seva fortuna,Els bandits desitgen una aristòcrata que tingui diners per robar tota la seva fortuna,SN inespecífic indefinit,-2.215796848759055e-05,-2.1804689822602086e-05,facebook/xmod-base,,,,,-0.0008550648505358064,-0.0011513486058700234
Les reporteres desitgen a la Cristina per a l'entrevista,Les reporteres desitgen la Cristina per a l'entrevista,SN específic nom propi,-7.228799950098619e-05,-5.437466097646393e-05,facebook/xmod-base,,,,,-0.002944336369788895,-0.004807970866345891
Les reporteres desitgen a la model que respon totes les preguntes per a l'entrevista,Les reporteres desitgen la model que respon totes les preguntes per a l'entrevista,SN específic definit,-0.0003054316621273756,-0.00029330840334296227,facebook/xmod-base,,,,,-0.012462558437113734,-0.0025846886204211237
Les reporteres desitgen a una model que respon totes les preguntes per a l'entrevista,Les reporteres desitgen una model que respon totes les preguntes per a l'entrevista,SN específic indefinit,-0.0002325124223716557,-0.00021750635642092675,facebook/xmod-base,,,,,-0.012996609440657872,-0.009801823449682464
Les reporteres desitgen a una model que respongui totes les preguntes per a l'entrevista,Les reporteres desitgen una model que respongui totes les preguntes per a l'entrevista,SN inespecífic indefinit,-0.00022236905351746827,-0.000247769319685176,facebook/xmod-base,,,,,-0.0008550648505358064,-0.0011513486058700234
Els policies busquen a la Carme per detenir-la d'immediat,Els policies busquen la Carme per detenir-la d'immediat,SN específic nom propi,-1.6948916912078857,-1.7701002359390259,Twitter/twhin-bert-large,-1.7041952345106337,-1.7983276396989822,0.2713148124141161,0.3002295395930115,-2.0451250076293945,-2.182525270515018
Els policies busquen a la delinqüent que està en forma per detenir-la d'immediat,Els policies busquen la delinqüent que està en forma per detenir-la d'immediat,SN específic definit,-1.2669957876205444,-1.3246275186538696,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Els policies busquen a una delinqüent que està en forma per detenir-la d'immediat,Els policies busquen una delinqüent que està en forma per detenir-la d'immediat,SN específic indefinit,-1.2718825340270996,-1.3244215250015259,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Els policies busquen a una delinqüent que estigui en forma per detenir-la d'immediat,Els policies busquen una delinqüent que estigui en forma per detenir-la d'immediat,SN inespecífic indefinit,-1.2705740928649902,-1.3253204822540283,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Les amigues busquen a la Bruna per jugar el partit,Les amigues busquen la Bruna per jugar el partit,SN específic nom propi,-2.3059325218200684,-2.469083547592163,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Les amigues busquen a la nena que juga a bàsquet per jugar el partit,Les amigues busquen la nena que juga a bàsquet per jugar el partit,SN específic definit,-1.7039802074432373,-1.7935333251953125,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Les amigues busquen a una nena que juga a bàsquet per jugar el partit,Les amigues busquen una nena que juga a bàsquet per jugar el partit,SN específic indefinit,-1.7137572765350342,-1.801352620124817,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Les amigues busquen a una nena que jugui a bàsquet per jugar el partit,Les amigues busquen una nena que jugui a bàsquet per jugar el partit,SN inespecífic indefinit,-1.6338609457015991,-1.7157421112060547,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Els propietaris busquen a la Carla per parlar del lloguer,Els propietaris busquen la Carla per parlar del lloguer,SN específic nom propi,-2.2270121574401855,-2.384686231613159,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Els propietaris busquen a la inquilina que viu en aquest pis per parlar del lloguer,Els propietaris busquen la inquilina que viu en aquest pis per parlar del lloguer,SN específic definit,-1.5975632667541504,-1.671718955039978,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Els propietaris busquen a una inquilina que viu en aquest pis per parlar del lloguer,Els propietaris busquen una inquilina que viu en aquest pis per parlar del lloguer,SN específic indefinit,-1.6013894081115723,-1.681318998336792,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Els propietaris busquen a una inquilina que visqui en aquest pis per parlar del lloguer,Els propietaris busquen una inquilina que visqui en aquest pis per parlar del lloguer,SN inespecífic indefinit,-1.5278195142745972,-1.594285488128662,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Les detectius busquen a la Victòria per investigar-la,Les detectius busquen la Victòria per investigar-la,SN específic nom propi,-2.234586477279663,-2.3934338092803955,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Les detectius busquen a la noia que és morena per investigar-la,Les detectius busquen la noia que és morena per investigar-la,SN específic definit,-1.785588264465332,-1.8837000131607056,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Les detectius busquen a una noia que és morena per investigar-la,Les detectius busquen una noia que és morena per investigar-la,SN específic indefinit,-1.7864394187927246,-1.8912192583084106,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Les detectius busquen a una noia que sigui morena per investigar-la,Les detectius busquen una noia que sigui morena per investigar-la,SN inespecífic indefinit,-1.789092779159546,-1.8955154418945312,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Les treballadores necessiten a la Patricia per parlar amb un client de Bilbao,Les treballadores necessiten la Patricia per parlar amb un client de Bilbao,SN específic nom propi,-1.9062284231185913,-2.0140812397003174,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Les treballadores necessiten a la traductora que sap basc per parlar amb un client de Bilbao,Les treballadores necessiten la traductora que sap basc per parlar amb un client de Bilbao,SN específic definit,-1.4610068798065186,-1.5238938331604004,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Les treballadores necessiten a una traductora que sap basc per parlar amb un client de Bilbao,Les treballadores necessiten una traductora que sap basc per parlar amb un client de Bilbao,SN específic indefinit,-1.4608718156814575,-1.531400203704834,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Les treballadores necessiten a una traductora que sàpiga basc per parlar amb un client de Bilbao,Les treballadores necessiten una traductora que sàpiga basc per parlar amb un client de Bilbao,SN inespecífic indefinit,-1.3419276475906372,-1.4008045196533203,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Els demandats necessiten a la Susanna per defensar-se,Els demandats necessiten la Susanna per defensar-se,SN específic nom propi,-2.0173604488372803,-2.1447699069976807,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Els demandats necessiten a l'advocada que té un bufet per defensar-se,Els demandats necessiten l'advocada que té un bufet per defensar-se,SN específic definit,-1.4381710290908813,-1.5090965032577515,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Els demandats necessiten a una advocada que té un bufet per defensar-se,Els demandats necessiten una advocada que té un bufet per defensar-se,SN específic indefinit,-1.5002716779708862,-1.5777077674865723,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Els demandats necessiten a una advocada que tingui un bufet per defensar-se,Els demandats necessiten una advocada que tingui un bufet per defensar-se,SN inespecífic indefinit,-1.5033327341079712,-1.5823626518249512,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Les universitàries necessiten a la Noemí per resoldre uns dubtes,Les universitàries necessiten la Noemí per resoldre uns dubtes,SN específic nom propi,-1.6600593328475952,-1.757368803024292,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Les universitàries necessiten a la becaria que ensenya alemany per resoldre uns dubtes,Les universitàries necessiten la becaria que ensenya alemany per resoldre uns dubtes,SN específic definit,-1.335906982421875,-1.3947296142578125,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Les universitàries necessiten a una becaria que ensenya alemany per resoldre uns dubtes,Les universitàries necessiten una becaria que ensenya alemany per resoldre uns dubtes,SN específic indefinit,-1.3456610441207886,-1.4002774953842163,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Les universitàries necessiten a una becaria que ensenyi alemany per resoldre uns dubtes,Les universitàries necessiten una becaria que ensenyi alemany per resoldre uns dubtes,SN inespecífic indefinit,-1.3506017923355103,-1.404911994934082,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Els avis necessiten a la Mercè per dutxar-se,Els avis necessiten la Mercè per dutxar-se,SN específic nom propi,-2.1330535411834717,-2.2797882556915283,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Els avis necessiten a la assistenta que és infermera per dutxar-se,Els avis necessiten la assistenta que és infermera per dutxar-se,SN específic definit,-1.691772699356079,-1.7837673425674438,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Els avis necessiten a una assistenta que és infermera per dutxar-se,Els avis necessiten una assistenta que és infermera per dutxar-se,SN específic indefinit,-1.6947433948516846,-1.7910085916519165,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Els avis necessiten a una assistenta que sigui infermera per dutxar-se,Els avis necessiten una assistenta que sigui infermera per dutxar-se,SN inespecífic indefinit,-1.7007020711898804,-1.7949042320251465,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Els pacients reclamen a la Pilar perquè es troben molt malament,Els pacients reclamen la Pilar perquè es troben molt malament,SN específic nom propi,-2.135586977005005,-2.3135762214660645,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Els pacients reclamen a la doctora que és especialista perquè es troben molt malament,Els pacients reclamen la doctora que és especialista perquè es troben molt malament,SN específic definit,-1.689001441001892,-1.7762160301208496,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Els pacients reclamen a una doctora que és especialista perquè es troben molt malament,Els pacients reclamen una doctora que és especialista perquè es troben molt malament,SN específic indefinit,-1.6970319747924805,-1.7931389808654785,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Els pacients reclamen a una doctora que sigui especialista perquè es troben molt malament,Els pacients reclamen una doctora que sigui especialista perquè es troben molt malament,SN inespecífic indefinit,-1.6975358724594116,-1.785412073135376,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Les investigadores reclamen a la Dolors per supervisar el projecte,Les investigadores reclamen la Dolors per supervisar el projecte,SN específic nom propi,-2.223850727081299,-2.389169931411743,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Les investigadores reclamen a la científica que parla japonès per supervisar el projecte,Les investigadores reclamen la científica que parla japonès per supervisar el projecte,SN específic definit,-1.7541096210479736,-1.846617579460144,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Les investigadores reclamen a una científica que parla japonès per supervisar el projecte,Les investigadores reclamen una científica que parla japonès per supervisar el projecte,SN específic indefinit,-1.7574764490127563,-1.8554306030273438,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Les investigadores reclamen a una científica que parli japonès per supervisar el projecte,Les investigadores reclamen una científica que parli japonès per supervisar el projecte,SN inespecífic indefinit,-1.662350058555603,-1.7531646490097046,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Els jornalers reclamen a l'Èrica per a la reunió,Els jornalers reclamen l'Èrica per a la reunió,SN específic nom propi,-2.1141297817230225,-2.25131893157959,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Els jornalers reclamen a la superior que defensa els seus drets per a la reunió,Els jornalers reclamen la superior que defensa els seus drets per a la reunió,SN específic definit,-1.795340657234192,-1.8924154043197632,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Els jornalers reclamen a una superior que defensa els seus drets per a la reunió,Els jornalers reclamen una superior que defensa els seus drets per a la reunió,SN específic indefinit,-1.7892173528671265,-1.886970043182373,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Els jornalers reclamen a una superior que defensi els seus drets per a la reunió,Els jornalers reclamen una superior que defensi els seus drets per a la reunió,SN inespecífic indefinit,-1.6295603513717651,-1.7051057815551758,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Les periodistes reclamen a la Iolanda per pujar l'audiència,Les periodistes reclamen la Iolanda per pujar l'audiència,SN específic nom propi,-2.050360918045044,-2.169405698776245,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Les periodistes reclamen la bloguera que té molts seguidors per pujar l'audiència,Les periodistes reclamen a la bloguera que té molts seguidors per pujar l'audiència,SN específic definit,-1.6937657594680786,-1.614946722984314,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Les periodistes reclamen una bloguera que té molts seguidors per pujar l'audiència,Les periodistes reclamen a una bloguera que té molts seguidors per pujar l'audiència,SN específic indefinit,-1.7091456651687622,-1.6318939924240112,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Les periodistes reclamen a una bloguera que tingui molts seguidors per pujar l'audiència,Les periodistes reclamen una bloguera que tingui molts seguidors per pujar l'audiència,SN inespecífic indefinit,-1.6664074659347534,-1.759485125541687,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Les venedores exigeixen a la Mònica per a la negociació,Les venedores exigeixen la Mònica per a la negociació,SN específic nom propi,-2.2124671936035156,-2.3667633533477783,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Les venedores exigeixen a l'empresària que és comprensiva per a la negociació,Les venedores exigeixen l'empresària que és comprensiva per a la negociació,SN específic definit,-1.783322811126709,-1.8657233715057373,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Les venedores exigeixen a una empresària que és comprensiva per a la negociació,Les venedores exigeixen una empresària que és comprensiva per a la negociació,SN específic indefinit,-1.7901357412338257,-1.9006283283233643,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Les venedores exigeixen a una empresària que sigui comprensiva per a la negociació,Les venedores exigeixen una empresària que sigui comprensiva per a la negociació,SN inespecífic indefinit,-1.8328098058700562,-1.9342963695526123,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Els guionistes exigeixen a la Natàlia per protagonitzar la pel·lícula,Els guionistes exigeixen la Natàlia per protagonitzar la pel·lícula,SN específic nom propi,-1.6667640209197998,-1.8206987380981445,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Els guionistes exigeixen a l'actriu que és excel·lent per protagonitzar la pel·lícula,Els guionistes exigeixen l'actriu que és excel·lent per protagonitzar la pel·lícula,SN específic definit,-1.339759111404419,-1.3909839391708374,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Els guionistes exigeixen a una actriu que és excel·lent per protagonitzar la pel·lícula,Els guionistes exigeixen una actriu que és excel·lent per protagonitzar la pel·lícula,SN específic indefinit,-1.400722861289978,-1.5768210887908936,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Els guionistes exigeixen a una actriu que sigui excel·lent per protagonitzar la pel·lícula,Els guionistes exigeixen una actriu que sigui excel·lent per protagonitzar la pel·lícula,SN inespecífic indefinit,-1.4036693572998047,-1.5808390378952026,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Les espectadores exigeixen a la Nerea per al jurat del concurs,Les espectadores exigeixen la Nerea per al jurat del concurs,SN específic nom propi,-2.142826557159424,-2.2813479900360107,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Les espectadores exigeixen a la cantant que és americana per al jurat del concurs,Les espectadores exigeixen la cantant que és americana per al jurat del concurs,SN específic definit,-1.8010679483413696,-1.903542399406433,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Les espectadores exigeixen a una cantant que és americana per al jurat del concurs,Les espectadores exigeixen una cantant que és americana per al jurat del concurs,SN específic indefinit,-1.7939523458480835,-1.927929162979126,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Les espectadores exigeixen a una cantant que sigui americana per al jurat del concurs,Les espectadores exigeixen una cantant que sigui americana per al jurat del concurs,SN inespecífic indefinit,-1.7913751602172852,-1.9229403734207153,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Els malalts exigeixen a la Míriam per començar la intervenció,Els malalts exigeixen la Míriam per començar la intervenció,SN específic nom propi,-2.164651870727539,-2.298403024673462,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Els malalts exigeixen a la traumatòloga que sap operar per començar la intervenció,Els malalts exigeixen la traumatòloga que sap operar per començar la intervenció,SN específic definit,-1.8106544017791748,-1.9152889251708984,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Els malalts exigeixen a una traumatòloga que sap operar per començar la intervenció,Els malalts exigeixen una traumatòloga que sap operar per començar la intervenció,SN específic indefinit,-1.8147708177566528,-1.909250259399414,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Els malalts exigeixen a una traumatòloga que sàpiga operar per començar la intervenció,Els malalts exigeixen una traumatòloga que sàpiga operar per començar la intervenció,SN inespecífic indefinit,-1.6144450902938843,-1.7108722925186157,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Els bandits desitgen a la Carmesina per robar tota la seva fortuna,Els bandits desitgen la Carmesina per robar tota la seva fortuna,SN específic nom propi,-1.8760769367218018,-2.0051612854003906,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Els bandits desitgen a l'aristòcrata que té diners per robar tota la seva fortuna,Els bandits desitgen l'aristòcrata que té diners per robar tota la seva fortuna,SN específic definit,-1.3549480438232422,-1.4076346158981323,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Els bandits desitgen a una aristòcrata que té diners per robar tota la seva fortuna,Els bandits desitgen una aristòcrata que té diners per robar tota la seva fortuna,SN específic indefinit,-1.4162087440490723,-1.4693812131881714,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
Els bandits desitgen a una aristòcrata que tingui diners per robar tota la seva fortuna,Els bandits desitgen una aristòcrata que tingui diners per robar tota la seva fortuna,SN inespecífic indefinit,-1.4209656715393066,-1.4853473901748657,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Les reporteres desitgen a la Cristina per a l'entrevista,Les reporteres desitgen la Cristina per a l'entrevista,SN específic nom propi,-2.04641056060791,-2.176297664642334,Twitter/twhin-bert-large,,,,,-2.0451250076293945,-2.182525270515018
Les reporteres desitgen a la model que respon totes les preguntes per a l'entrevista,Les reporteres desitgen la model que respon totes les preguntes per a l'entrevista,SN específic definit,-1.4246455430984497,-1.488508939743042,Twitter/twhin-bert-large,,,,,-1.5959778030713399,-1.6659413907263014
Les reporteres desitgen a una model que respon totes les preguntes per a l'entrevista,Les reporteres desitgen una model que respon totes les preguntes per a l'entrevista,SN específic indefinit,-1.419014573097229,-1.483272671699524,Twitter/twhin-bert-large,,,,,-1.6090385052892897,-1.6907457113265991
